Site,Date,Net.location,Net.size,Net.length,Open,Closed,No.Playbacks
PALO,11/10/98,T1,12,12,17:30,18:30,1
PALO,11/11/98,T1,12,12,6:30,7:30,NA
PALO,11/11/98,T2,12,12,6:30,7:30,NA
PALO,11/11/98,T3,12,12,6:30,7:30,NA
PALO,11/11/98,A1,12,12,6:30,10:30,NA
PALO,11/11/98,A2,12,12,6:30,10:30,NA
PALO,11/11/98,A3,12,12,6:30,10:30,NA
PALO,11/11/98,A4,12,12,6:30,10:30,NA
PALO,11/11/98,B1,12,12,6:30,18:30,NA
PALO,11/11/98,B2,12,12,6:30,18:30,1
PALO,11/11/98,B3,12,12,6:30,18:30,NA
PALO,11/11/98,B4,12,12,6:30,18:30,NA
PALO,11/11/98,B5,12,12,6:30,18:30,NA
PALO,11/11/98,B6,12,12,6:30,18:30,NA
PALO,11/11/98,B7,12,12,6:30,18:30,NA
PALO,11/11/98,B8,12,12,6:30,18:30,NA
PALO,11/11/98,A1,12,12,6:30,18:30,NA
PALO,11/11/98,A2,12,12,6:30,18:30,NA
PALO,11/11/98,A3,12,12,6:30,18:30,NA
PALO,11/11/98,A4,12,12,6:30,18:30,NA
PALO,11/11/98,A5,12,12,6:30,18:30,NA
PALO,11/11/98,R1,12,12,6:30,18:30,NA
PALO,11/11/98,R1.5,12,12,6:30,18:30,NA
PALO,11/11/98,R2,12,12,6:30,18:30,NA
PALO,11/11/98,R2.5,12,12,6:30,18:30,NA
PALO,11/11/98,R2.5E,12,12,6:30,18:30,NA
PALO,11/11/98,R3,12,12,6:30,18:30,NA
PALO,11/11/98,R3.5,12,12,6:30,18:30,NA
PALO,11/11/98,B1,12,12,6:30,18:30,1
PALO,11/11/98,B2,12,12,6:30,18:30,NA
PALO,11/11/98,B3,12,12,6:30,18:30,NA
PALO,11/11/98,B4,12,12,6:30,18:30,1
PALO,11/11/98,B5,12,12,6:30,18:30,NA
PALO,11/11/98,B6,12,12,6:30,18:30,NA
PALO,11/11/98,B7,12,12,6:30,18:30,NA
PALO,11/11/98,B8,12,12,6:30,18:30,NA
PALO,11/11/98,BS 50N,12,12,6:30,18:30,NA
PALO,11/11/98,BS 50N,12,12,9:45,18:30,NA
PALO,11/11/98,T2,12,12,17:30,18:30,1
PALO,11/11/98,T3,12,12,17:30,18:30,NA
PALO,11/12/98,A5,12,12,6:30,10:30,NA
PALO,11/12/98,R1,12,12,6:30,10:30,NA
PALO,11/12/98,R1.5,12,12,6:30,10:30,NA
PALO,11/12/98,R2,12,12,6:30,10:30,NA
PALO,11/12/98,R2.5,12,12,6:30,10:30,NA
PALO,11/12/98,R2.5E,12,12,6:30,10:30,NA
PALO,11/12/98,R3,12,12,6:30,10:30,NA
PALO,11/12/98,R3.5,12,12,6:30,10:30,NA
PALO,11/13/98,B1,12,12,6:30,10:30,NA
PALO,11/13/98,B2,12,12,6:30,10:30,NA
PALO,11/13/98,B3,12,12,6:30,10:30,NA
PALO,11/13/98,B4,12,12,6:30,10:30,NA
PALO,11/13/98,B5,12,12,6:30,10:30,NA
PALO,11/13/98,B6,12,12,6:30,10:30,NA
PALO,11/13/98,B7,12,12,6:30,10:30,NA
PALO,11/13/98,B8,12,12,6:30,10:30,NA
PALO,11/13/98,BS 50N,12,12,6:30,10:30,NA
PALO,2/13/02,A2,12,12,18:00,19:00,NA
PALO,2/13/02,A3,12,12,18:00,19:00,NA
PALO,2/13/02,A4,12,12,18:00,19:00,NA
PALO,2/13/02,A5,12,12,17:30,19:00,NA
PALO,2/13/02,A6,12,12,17:30,19:00,NA
PALO,2/13/02,A7,12,12,17:30,19:00,NA
PALO,2/13/02,R2,12,12,17:30,19:00,NA
PALO,2/13/02,R4,12,12,17:30,19:00,NA
PALO,2/13/02,R5,12,12,17:30,19:00,NA
PALO,2/13/02,R6,12,12,17:30,19:00,NA
PALO,2/13/02,B1,12,12,17:30,19:00,NA
PALO,2/13/02,B2,12,12,17:30,19:00,NA
PALO,2/13/02,B3,12,12,17:30,19:00,NA
PALO,2/13/02,B4,12,12,17:30,19:00,NA
PALO,2/13/02,B5,12,12,17:30,19:00,NA
PALO,2/13/02,B6,12,12,17:30,19:00,NA
PALO,2/13/02,B7,12,12,17:30,19:00,NA
PALO,2/13/02,B8,12,12,17:30,19:00,NA
PALO,2/13/02,C2,12,12,17:30,19:00,NA
PALO,2/13/02,C3,12,12,17:30,19:00,NA
PALO,2/13/02,C4,12,12,17:30,19:00,NA
PALO,2/13/02,C5,12,12,17:30,19:00,NA
PALO,2/13/02,C6,12,12,17:30,19:00,NA
PALO,2/13/02,C7,12,12,17:30,19:00,NA
PALO,2/13/02,C8,12,12,17:30,19:00,NA
PALO,2/13/02,C9,12,12,17:30,19:00,NA
PALO,2/13/02,C10,12,12,17:30,19:00,NA
PALO,2/13/02,C11,12,12,17:30,19:00,NA
PALO,2/13/02,C12,12,12,17:30,19:00,NA
PALO,2/13/02,C13,12,12,17:30,19:00,NA
PALO,2/13/02,C14,12,12,17:30,19:00,NA
PALO,2/13/02,C15,12,12,17:30,19:00,NA
PALO,2/14/02,A2,12,12,7:00,19:00,NA
PALO,2/14/02,A3,12,12,10:00,19:00,NA
PALO,2/14/02,A4,12,12,7:00,19:00,NA
PALO,2/14/02,A5,12,12,7:00,19:00,NA
PALO,2/14/02,A6,12,12,7:00,19:00,NA
PALO,2/14/02,A7,12,12,7:00,19:00,NA
PALO,2/14/02,R2,12,12,7:00,19:00,NA
PALO,2/14/02,R3,12,12,11:00,19:00,NA
PALO,2/14/02,R4,12,12,7:00,19:00,NA
PALO,2/14/02,R5,12,12,7:00,19:00,NA
PALO,2/14/02,R6,12,12,7:00,19:00,NA
PALO,2/14/02,B1,12,12,7:00,19:00,NA
PALO,2/14/02,B2,12,12,7:00,19:00,NA
PALO,2/14/02,B3,12,12,7:00,19:00,NA
PALO,2/14/02,B4,12,12,7:00,19:00,NA
PALO,2/14/02,B5,12,12,7:00,19:00,NA
PALO,2/14/02,B6,12,12,7:00,19:00,NA
PALO,2/14/02,B7,12,12,7:00,19:00,NA
PALO,2/14/02,B8,12,12,7:00,19:00,NA
PALO,2/14/02,C1,12,12,15:00,19:00,NA
PALO,2/14/02,C2,12,12,7:00,19:00,NA
PALO,2/14/02,C3,12,12,7:00,19:00,NA
PALO,2/14/02,C4,12,12,7:00,19:00,NA
PALO,2/14/02,C5,12,12,7:00,19:00,NA
PALO,2/14/02,C6,12,12,7:00,19:00,NA
PALO,2/14/02,C7,12,12,7:00,19:00,NA
PALO,2/14/02,C8,12,12,7:00,19:00,NA
PALO,2/14/02,C9,12,12,7:00,19:00,NA
PALO,2/14/02,C10,12,12,7:00,19:00,NA
PALO,2/14/02,C11,12,12,7:00,19:00,NA
PALO,2/14/02,C12,12,12,7:00,19:00,NA
PALO,2/14/02,C13,12,12,7:00,19:00,NA
PALO,2/14/02,C14,12,12,7:00,19:00,NA
PALO,2/14/02,C15,12,12,7:00,19:00,NA
PALO,2/15/02,A2,12,12,7:00,19:00,NA
PALO,2/15/02,A3,12,12,10:00,19:00,NA
PALO,2/15/02,A4,12,12,7:00,19:00,NA
PALO,2/15/02,A5,12,12,7:00,19:00,NA
PALO,2/15/02,A6,12,12,7:00,19:00,NA
PALO,2/15/02,A7,12,12,7:00,19:00,NA
PALO,2/15/02,R2,12,12,7:00,19:00,NA
PALO,2/15/02,R3,12,12,11:00,19:00,NA
PALO,2/15/02,R4,12,12,7:00,19:00,NA
PALO,2/15/02,R5,12,12,7:00,19:00,NA
PALO,2/15/02,R6,12,12,7:00,19:00,NA
PALO,2/15/02,B1,12,12,7:00,19:00,NA
PALO,2/15/02,B2,12,12,7:00,19:00,NA
PALO,2/15/02,B3,12,12,7:00,19:00,NA
PALO,2/15/02,B4,12,12,7:00,19:00,NA
PALO,2/15/02,B5,12,12,7:00,19:00,NA
PALO,2/15/02,B6,12,12,7:00,19:00,NA
PALO,2/15/02,B7,12,12,7:00,19:00,NA
PALO,2/15/02,B8,12,12,7:00,19:00,NA
PALO,2/15/02,C1,12,12,15:00,19:00,NA
PALO,2/15/02,C2,12,12,7:00,19:00,NA
PALO,2/15/02,C3,12,12,7:00,19:00,NA
PALO,2/15/02,C4,12,12,7:00,19:00,NA
PALO,2/15/02,C5,12,12,7:00,19:00,NA
PALO,2/15/02,C6,12,12,7:00,19:00,NA
PALO,2/15/02,C7,12,12,7:00,19:00,NA
PALO,2/15/02,C8,12,12,7:00,19:00,NA
PALO,2/15/02,C9,12,12,7:00,19:00,NA
PALO,2/15/02,C10,12,12,7:00,19:00,NA
PALO,2/15/02,C11,12,12,7:00,19:00,NA
PALO,2/15/02,C12,12,12,7:00,19:00,NA
PALO,2/15/02,C13,12,12,7:00,19:00,NA
PALO,2/15/02,C14,12,12,7:00,19:00,NA
PALO,2/15/02,C15,12,12,7:00,19:00,NA
PALO,2/16/02,A2,12,12,7:00,9:00,NA
PALO,2/16/02,A3,12,12,7:00,9:00,NA
PALO,2/16/02,A4,12,12,7:00,9:00,NA
PALO,2/16/02,A5,12,12,7:00,9:00,NA
PALO,2/16/02,A6,12,12,7:00,9:00,NA
PALO,2/16/02,A7,12,12,7:00,9:00,NA
PALO,2/16/02,R2,12,12,7:00,9:00,NA
PALO,2/16/02,R3,12,12,7:00,9:00,NA
PALO,2/16/02,R4,12,12,7:00,9:00,NA
PALO,2/16/02,R5,12,12,7:00,9:00,NA
PALO,2/16/02,R6,12,12,7:00,9:00,NA
PALO,2/16/02,B1,12,12,7:00,9:00,NA
PALO,2/16/02,B2,12,12,7:00,9:00,NA
PALO,2/16/02,B3,12,12,7:00,9:00,NA
PALO,2/16/02,B4,12,12,7:00,9:00,NA
PALO,2/16/02,B5,12,12,7:00,9:00,NA
PALO,2/16/02,B6,12,12,7:00,9:00,NA
PALO,2/16/02,B7,12,12,7:00,9:00,NA
PALO,2/16/02,B8,12,12,7:00,9:00,NA
PALO,2/16/02,C1,12,12,7:00,9:00,NA
PALO,2/16/02,C2,12,12,7:00,9:00,NA
PALO,2/16/02,C3,12,12,7:00,9:00,NA
PALO,2/16/02,C4,12,12,7:00,9:00,NA
PALO,2/16/02,C5,12,12,7:00,9:00,NA
PALO,2/16/02,C6,12,12,7:00,9:00,NA
PALO,2/16/02,C7,12,12,7:00,9:00,NA
PALO,2/16/02,C8,12,12,7:00,9:00,NA
PALO,2/16/02,C9,12,12,7:00,9:00,NA
PALO,2/16/02,C10,12,12,7:00,9:00,NA
PALO,2/16/02,C11,12,12,7:00,9:00,NA
PALO,2/16/02,C12,12,12,7:00,9:00,NA
PALO,2/16/02,C13,12,12,7:00,9:00,NA
PALO,2/16/02,C14,12,12,7:00,9:00,NA
PALO,2/16/02,C15,12,12,7:00,9:00,NA
PALO,1/30/03,AS1,12,12,17:00,19:00,NA
PALO,1/30/03,AS2,12,12,17:00,19:00,NA
PALO,1/30/03,AS3,12,12,17:00,19:00,NA
PALO,1/30/03,AN1,12,12,17:00,19:00,NA
PALO,1/30/03,AN2,12,12,17:00,19:00,NA
PALO,1/30/03,AN3,12,12,17:00,19:00,NA
PALO,1/30/03,R1,12,12,17:00,19:00,NA
PALO,1/30/03,R2,12,12,17:00,19:00,NA
PALO,1/30/03,R3,12,12,17:00,19:00,NA
PALO,1/30/03,R4,12,12,17:00,19:00,NA
PALO,1/30/03,BS1,12,12,17:00,19:00,NA
PALO,1/30/03,BS2,12,12,17:00,19:00,NA
PALO,1/30/03,BS3,12,12,17:00,19:00,NA
PALO,1/30/03,BS4,12,12,17:00,19:00,NA
PALO,1/30/03,BN1,12,12,17:00,19:00,NA
PALO,1/30/03,BN2,12,12,17:00,19:00,NA
PALO,1/30/03,BN3,12,12,17:00,19:00,NA
PALO,1/30/03,BN4,12,12,17:00,19:00,NA
PALO,1/30/03,CS1,12,12,17:00,19:00,NA
PALO,1/30/03,CS2,12,12,17:00,19:00,NA
PALO,1/30/03,CS3,12,12,17:00,19:00,NA
PALO,1/30/03,CS4,12,12,17:00,19:00,NA
PALO,1/30/03,CS5,12,12,17:00,19:00,NA
PALO,1/30/03,CS6,12,12,17:00,19:00,NA
PALO,1/30/03,CS7,12,12,17:00,19:00,NA
PALO,1/30/03,CS8,12,12,17:00,19:00,NA
PALO,1/30/03,CN1,12,12,17:00,19:00,NA
PALO,1/30/03,CN2,12,12,17:00,19:00,NA
PALO,1/30/03,CN3,12,12,17:00,19:00,NA
PALO,1/30/03,CN4,12,12,17:00,19:00,NA
PALO,1/31/03,CN5,12,12,17:00,19:00,NA
PALO,1/31/03,AS1,12,12,7:00,19:00,NA
PALO,1/31/03,AS2,12,12,7:00,19:00,NA
PALO,1/31/03,AS3,12,12,7:00,19:00,NA
PALO,1/31/03,AN1,12,12,7:00,19:00,NA
PALO,1/31/03,AN2,12,12,7:00,19:00,NA
PALO,1/31/03,AN3,12,12,7:00,19:00,NA
PALO,1/31/03,R1,12,12,7:00,19:00,NA
PALO,1/31/03,R2,12,12,7:00,19:00,NA
PALO,1/31/03,R3,12,12,7:00,19:00,NA
PALO,1/31/03,R4,12,12,7:00,19:00,NA
PALO,1/31/03,BS1,12,12,7:00,19:00,NA
PALO,1/31/03,BS2,12,12,7:00,19:00,NA
PALO,1/31/03,BS3,12,12,7:00,19:00,NA
PALO,1/31/03,BS4,12,12,7:00,19:00,NA
PALO,1/31/03,BN1,12,12,7:00,19:00,NA
PALO,1/31/03,BN2,12,12,7:00,19:00,NA
PALO,1/31/03,BN3,12,12,7:00,19:00,NA
PALO,1/31/03,BN4,12,12,7:00,19:00,NA
PALO,1/31/03,CS1,12,12,7:00,19:00,NA
PALO,1/31/03,CS2,12,12,7:00,19:00,NA
PALO,1/31/03,CS3,12,12,7:00,19:00,NA
PALO,1/31/03,CS4,12,12,7:00,19:00,NA
PALO,1/31/03,CS5,12,12,7:00,19:00,NA
PALO,1/31/03,CS6,12,12,7:00,19:00,NA
PALO,1/31/03,CS7,12,12,7:00,19:00,NA
PALO,1/31/03,CS8,12,12,7:00,19:00,NA
PALO,1/31/03,CN1,12,12,7:00,19:00,NA
PALO,1/31/03,CN2,12,12,7:00,19:00,NA
PALO,1/31/03,CN3,12,12,7:00,19:00,NA
PALO,1/31/03,CN4,12,12,7:00,19:00,NA
PALO,1/31/03,CN5,12,12,7:00,19:00,NA
PALO,2/1/03,AS1,12,12,7:00,19:00,NA
PALO,2/1/03,AS2,12,12,7:00,19:00,NA
PALO,2/1/03,AS3,12,12,7:00,19:00,NA
PALO,2/1/03,AN1,12,12,7:00,19:00,NA
PALO,2/1/03,AN2,12,12,7:00,19:00,NA
PALO,2/1/03,AN3,12,12,7:00,19:00,NA
PALO,2/1/03,R1,12,12,7:00,19:00,NA
PALO,2/1/03,R2,12,12,7:00,19:00,NA
PALO,2/1/03,R3,12,12,7:00,19:00,NA
PALO,2/1/03,R4,12,12,7:00,19:00,NA
PALO,2/1/03,BS1,12,12,7:00,19:00,NA
PALO,2/1/03,BS2,12,12,7:00,19:00,NA
PALO,2/1/03,BS3,12,12,7:00,19:00,NA
PALO,2/1/03,BS4,12,12,7:00,19:00,NA
PALO,2/1/03,BN1,12,12,7:00,19:00,NA
PALO,2/1/03,BN2,12,12,7:00,19:00,NA
PALO,2/1/03,BN3,12,12,7:00,19:00,NA
PALO,2/1/03,BN4,12,12,7:00,19:00,NA
PALO,2/1/03,CS1,12,12,7:00,19:00,NA
PALO,2/1/03,CS2,12,12,7:00,19:00,NA
PALO,2/1/03,CS3,12,12,7:00,19:00,NA
PALO,2/1/03,CS4,12,12,7:00,19:00,NA
PALO,2/1/03,CS5,12,12,7:00,19:00,NA
PALO,2/1/03,CS6,12,12,7:00,19:00,NA
PALO,2/1/03,CS7,12,12,7:00,19:00,NA
PALO,2/1/03,CS8,12,12,7:00,19:00,NA
PALO,2/1/03,CN1,12,12,7:00,19:00,NA
PALO,2/1/03,CN2,12,12,7:00,19:00,NA
PALO,2/1/03,CN3,12,12,7:00,19:00,NA
PALO,2/1/03,CN4,12,12,7:00,19:00,NA
PALO,2/1/03,CN5,12,12,7:00,19:00,NA
PALO,2/1/03,PAT1,12,12,7:00,16:00,NA
PALO,2/2/03,AS1,12,12,7:00,10:00,NA
PALO,2/2/03,AS2,12,12,7:00,10:00,NA
PALO,2/2/03,AS3,12,12,7:00,10:00,NA
PALO,2/2/03,AN1,12,12,7:00,10:00,NA
PALO,2/2/03,AN2,12,12,7:00,10:00,NA
PALO,2/2/03,AN3,12,12,7:00,10:00,NA
PALO,2/2/03,R1,12,12,7:00,10:00,NA
PALO,2/2/03,R2,12,12,7:00,10:00,NA
PALO,2/2/03,R3,12,12,7:00,10:00,NA
PALO,2/2/03,R4,12,12,7:00,10:00,NA
PALO,2/2/03,BS1,12,12,7:00,10:00,NA
PALO,2/2/03,BS2,12,12,7:00,10:00,NA
PALO,2/2/03,BS3,12,12,7:00,10:00,NA
PALO,2/2/03,BS4,12,12,7:00,10:00,NA
PALO,2/2/03,BN1,12,12,7:00,10:00,NA
PALO,2/2/03,BN2,12,12,7:00,10:00,NA
PALO,2/2/03,BN3,12,12,7:00,10:00,NA
PALO,2/2/03,BN4,12,12,7:00,10:00,NA
PALO,2/2/03,CS1,12,12,7:00,10:00,NA
PALO,2/2/03,CS2,12,12,7:00,10:00,NA
PALO,2/2/03,CS3,12,12,7:00,10:00,NA
PALO,2/2/03,CS4,12,12,7:00,10:00,NA
PALO,2/2/03,CS5,12,12,7:00,10:00,NA
PALO,2/2/03,CS6,12,12,7:00,10:00,NA
PALO,2/2/03,CS7,12,12,7:00,10:00,NA
PALO,2/2/03,CS8,12,12,7:00,10:00,NA
PALO,2/2/03,CN1,12,12,7:00,10:00,NA
PALO,2/2/03,CN2,12,12,7:00,10:00,NA
PALO,2/2/03,CN3,12,12,7:00,10:00,NA
PALO,2/2/03,CN4,12,12,7:00,10:00,NA
PALO,2/2/03,CN5,12,12,7:00,10:00,NA
PALO,2/4/05,AS1,12,12,16:30,19:00,NA
PALO,2/4/05,AN1,12,12,16:30,19:00,NA
PALO,2/4/05,AN2,12,12,16:30,19:00,NA
PALO,2/4/05,AN3,12,12,16:30,19:00,NA
PALO,2/4/05,BS1,12,12,16:30,19:00,NA
PALO,2/4/05,BS2,12,12,16:30,19:00,NA
PALO,2/4/05,BS3,12,12,16:30,19:00,NA
PALO,2/4/05,BS4,12,12,16:30,19:00,NA
